Name,is_repeater,RpName,DMfitb,Widthfitb,Scat,Flux,Fluence,SpInd,spRun,Fpk,Bandwidth
FRB20190319A,False,-9999,2039.936,0.00147,0.0036,2.78,19.4,4.2,-4.4,640.9,400.00000000000006
FRB20190320A,False,-9999,614.146,0.00118,0.00126,0.94,4.4,-2.0,0.6,400.2,400.00000000000006
FRB20190320B,False,-9999,489.4949,0.000932,0.0011,0.73,1.9,-1.1,-1.8,400.2,400.00000000000006
FRB20190320C,False,-9999,368.7898,0.00104,0.0013,1.24,3.14,0.4,-2.2,442.0,400.00000000000006
FRB20190320D,False,-9999,1141.35,0.0058,0.02,0.49,11.4,9.2,-10.0,634.8,400.00000000000006
FRB20190320E,False,-9999,299.135,0.000833,0.00072,4.4,12.3,6.06,-7.7,592.6,400.00000000000006
FRB20190322A,False,-9999,1060.118,0.00283,0.0112,0.64,10.1,4.8,-7.0,563.0,400.00000000000006
FRB20190322B,False,-9999,576.982,0.0013,0.0017,0.61,2.04,-0.1,-6.2,400.2,325.50000000000006
FRB20190322C,False,-9999,1192.0806,0.00014,0.001014,4.1,13.0,-0.2,-1.47,400.2,400.00000000000006
FRB20190323A,False,-9999,857.5038,0.00054,0.00263,0.67,2.71,1.8,-2.9,542.7,400.00000000000006
FRB20190323B,False,-9999,789.56311,0.000134,0.000134,6.94,10.6,5.8,-7.6,586.4,400.00000000000006
FRB20190323C,False,-9999,381.118,0.00031,0.00108,0.56,1.38,2.7,-10.7,454.3,322.3
FRB20190323D,False,-9999,763.65,0.00543,0.007,0.37,2.49,-7.5,-3.0,400.2,128.59999999999997
FRB20190325A,False,-9999,359.289,0.00156,0.0018,1.31,4.6,-0.8,-1.2,400.2,400.00000000000006
FRB20190325B,False,-9999,1733.918,0.00135,0.00208,0.7,3.81,2.2,-6.2,476.9,400.00000000000006
FRB20190325C,False,-9999,797.83,0.0032,0.0039,0.63,3.83,4.1,-6.7,542.7,400.00000000000006
FRB20190326A,False,-9999,283.3113,0.000457,0.00055,1.02,1.51,2.1,-7.7,458.0,391.50000000000006
FRB20190328A,False,-9999,1303.58,0.0074,0.01,0.43,2.66,-4.6,3.6,400.2,400.00000000000006
FRB20190328B,False,-9999,565.001,0.0016,0.002,0.72,2.14,9.0,-13.5,559.5,400.00000000000006
FRB20190328C,False,-9999,472.8607,0.00077,0.0023,4.7,14.9,0.7,-2.7,459.0,400.00000000000006
FRB20190329A,False,-9999,188.606,0.00104,0.0009,0.52,2.24,42.0,-272.0,432.3,73.69999999999999
FRB20190330A,False,-9999,508.965,0.00097,0.00051,0.37,1.14,-1.1,-3.1,400.2,400.00000000000006
FRB20190330B,False,-9999,668.0927,0.000342,0.00023,2.79,5.3,0.91,-5.34,435.9,400.00000000000006
FRB20190401A,False,-9999,783.216,0.00352,0.0039,1.05,8.6,1.47,-4.1,479.1,400.00000000000006
FRB20190402A,False,-9999,1291.69,0.00533,0.0066,0.3,1.34,4.1,-16.7,453.3,257.2
FRB20190403G,False,-9999,865.311,0.00159,0.0019,0.75,1.59,35.7,-76.0,506.6,177.70000000000005
FRB20190403A,False,-9999,518.834,0.0015,0.0018,1.12,3.19,4.4,-8.9,513.6,400.00000000000006
FRB20190403B,False,-9999,292.473,0.00235,0.00578,2.7,23.8,2.8,-11.1,453.2,314.09999999999997
FRB20190403C,False,-9999,935.009,0.00087,0.00186,0.37,1.53,-1.3,-6.7,400.2,258.8
FRB20190403D,False,-9999,613.458,0.00131,0.0017,0.65,1.75,-2.4,-3.1,400.2,300.7
FRB20190403E,False,-9999,226.198,0.0022,0.0182,3.9,76.0,31.7,-36.2,620.6,316.6
FRB20190403F,False,-9999,664.184,0.00104,0.0105,0.58,7.1,-3.6,1.2,400.2,400.00000000000006
FRB20190404A,False,-9999,1353.9007,0.00136,0.00106,1.17,4.5,-1.32,0.0,400.2,400.00000000000006
FRB20190404B,False,-9999,489.42307,0.0003315,0.0001111,8.6,16.3,-2.29,-2.66,400.2,325.09999999999997
FRB20190405A,False,-9999,424.884,0.00111,0.00249,0.65,2.5,3.3,-11.7,460.0,316.50000000000006
FRB20190405B,False,-9999,1113.218,0.00082,0.00501,3.4,17.5,6.9,-7.9,620.7,400.00000000000006
FRB20190406A,True,FRB20190208A,580.2254,0.00127,0.0015,0.53,2.3,20.6,-34.5,539.4,281.9
FRB20190408A,False,-9999,863.3796,0.000839,0.001,0.64,1.51,35.7,-49.0,576.6,252.39999999999998
FRB20190409A,False,-9999,1791.8908,0.00023,0.00171,3.0,8.7,3.3,-6.1,524.7,400.00000000000006
FRB20190409B,False,-9999,285.633,0.00234,0.0209,0.39,6.8,21.1,-34.1,545.5,286.69999999999993
FRB20190409C,False,-9999,674.631,0.00108,0.0013,1.04,2.17,0.4,-5.0,418.3,400.00000000000006
FRB20190409D,False,-9999,1300.118,0.00155,0.0018,0.59,2.74,5.1,-10.8,507.6,400.00000000000006
FRB20190410A,False,-9999,284.02,0.00101,0.0012,1.59,5.8,43.0,-85.0,515.7,170.5
FRB20190410B,False,-9999,642.1699,0.000423,0.000211,0.22,0.45,18.7,-73.4,454.4,142.3
FRB20190411A,False,-9999,460.5552,0.000417,0.0006,1.24,1.41,-1.7,3.9,800.2,400.00000000000006
FRB20190411B,False,-9999,1229.581,0.00138,0.0017,0.89,3.7,1.2,-2.5,507.5,400.00000000000006
FRB20190411C,False,-9999,233.66,0.001023,0.0011,3.19,9.3,24.3,-26.1,636.5,327.1
FRB20190411C,False,-9999,233.66,0.00089,0.0011,3.19,9.3,11.7,-12.5,640.1,383.6
FRB20190412A,False,-9999,364.7329,0.001243,0.0014,1.77,6.9,7.11,-6.25,706.8,400.00000000000006
FRB20190412B,False,-9999,375.75,0.0068,0.0155,0.68,12.8,-4.0,-2.7,400.2,225.3
FRB20190414A,False,-9999,811.981,0.00195,0.0024,0.44,1.74,-3.4,-0.7,400.2,327.90000000000003
FRB20190414B,False,-9999,506.489,0.00457,0.0058,0.49,3.8,-2.2,-1.1,400.2,400.00000000000006
FRB20190415A,False,-9999,633.681,0.00248,0.0031,0.57,3.7,1.9,-5.2,481.7,400.00000000000006
FRB20190415B,False,-9999,722.993,0.00361,0.01861,0.85,22.3,5.94,-11.49,518.3,400.00000000000006
FRB20190415C,False,-9999,650.182,0.00055,0.00087,0.46,0.77,13.4,-32.0,495.3,248.7
FRB20190416A,False,-9999,2287.265,0.00072,0.0017,0.6,2.8,2.9,-9.6,465.6,360.00000000000006
FRB20190416B,False,-9999,575.36,0.00079,0.000491,0.69,1.47,-3.6,-23.5,400.2,111.69999999999999
FRB20190417B,False,-9999,1161.2,0.0019,0.0283,0.46,9.9,4.0,-6.5,545.5,400.00000000000006
FRB20190417A,True,FRB20190417A,1380.08,0.00299,0.0033,0.49,5.8,88.7,-133.0,558.9,147.70000000000005
FRB20190417C,False,-9999,320.23188,0.0004132,0.00043,7.9,10.8,24.78,-32.41,586.6,316.49999999999994
FRB20190418A,False,-9999,184.5069,0.000706,0.00078,0.99,2.2,-4.8,-3.7,400.2,179.50000000000006
FRB20190419A,False,-9999,439.972,0.00185,0.0024,0.41,0.77,1.0,-29.0,407.1,138.40000000000003
FRB20190419B,False,-9999,165.0752,0.000656,0.000246,4.6,7.9,5.65,-14.3,487.6,328.2
FRB20190420B,False,-9999,846.8432,0.0003,0.00392,2.2,15.1,2.89,-8.1,478.4,400.00000000000006
FRB20190420A,False,-9999,609.0998,0.00077,0.00264,0.88,3.11,11.5,-6.1,800.2,271.5
FRB20190420C,False,-9999,629.954,0.00195,0.008,0.44,4.13,-0.5,-6.4,400.2,299.8
FRB20190421A,True,FRB20190303A,223.641,0.00314,0.0038,0.38,5.3,63.0,-68.0,633.4,233.79999999999995
FRB20190421A,True,FRB20190303A,223.641,0.00346,0.0038,0.38,5.3,50.2,-66.0,585.3,219.79999999999995
FRB20190421B,False,-9999,392.2475,0.001123,0.0012,5.1,16.4,-0.13,-0.8,400.2,400.00000000000006
FRB20190422B,False,-9999,977.386,0.00324,0.0042,0.22,1.57,-7.2,7.6,400.2,400.00000000000006
FRB20190422A,False,-9999,452.302,0.00322,0.0027,0.6,9.1,42.0,-46.9,626.1,279.7
FRB20190422A,False,-9999,452.302,0.00231,0.0027,0.6,9.1,54.2,-63.7,612.3,234.2
FRB20190422A,False,-9999,452.302,0.002,0.0027,0.6,9.1,24.0,-32.0,582.8,318.90000000000003
FRB20190423A,False,-9999,242.64562,0.0004139,0.0005385,10.8,55.4,11.19,-30.52,480.7,232.40000000000003
FRB20190423A,False,-9999,242.64562,0.002366,0.0005385,10.8,55.4,-3.66,-5.59,400.2,192.8
FRB20190423B,False,-9999,584.949,0.00249,0.003,0.87,7.0,62.4,-106.0,537.6,159.3
FRB20190423B,False,-9999,584.949,0.0085,0.003,0.87,7.0,63.0,-116.0,524.6,148.5
FRB20190423C,False,-9999,855.5273,0.00016,0.00248,1.23,4.37,1.9,-12.3,433.0,267.8
FRB20190423D,False,-9999,496.455,0.0019,0.007,1.71,18.0,10.3,-14.8,565.9,400.00000000000006
FRB20190424A,False,-9999,758.672,0.000666,0.00075,1.13,1.99,4.9,-12.4,487.9,351.00000000000006
FRB20190425A,False,-9999,128.15774,0.0003799,0.00038,18.6,31.6,8.26,-10.56,591.8,400.00000000000006
FRB20190425B,False,-9999,1031.7236,0.001108,0.0013,1.25,3.1,22.4,-65.6,474.8,172.40000000000003
FRB20190426A,False,-9999,340.6624,0.000398,0.00043,1.59,2.01,27.0,-71.7,483.0,174.09999999999997
FRB20190427A,False,-9999,455.7828,0.000339,0.00065,3.9,9.5,-2.62,3.3,400.2,400.00000000000006
FRB20190428A,False,-9999,969.4001,0.000374,0.00363,2.22,7.4,54.0,-48.8,696.0,240.10000000000002
FRB20190429A,False,-9999,470.884,0.00125,0.0016,0.8,1.83,3.7,-4.6,603.0,400.00000000000006
FRB20190429B,False,-9999,295.65,0.00638,0.0078,0.74,5.0,99.0,-910.0,422.4,42.400000000000034
FRB20190430B,False,-9999,2619.399,0.0033,0.0086,0.38,1.52,0.0,-2.4,403.8,400.00000000000006
FRB20190430A,False,-9999,339.25,0.00338,0.00323,0.75,7.7,4.7,-29.1,433.8,174.40000000000003
FRB20190430C,False,-9999,400.561,0.000893,0.0011,2.17,5.1,48.7,-48.8,659.3,269.6
FRB20190501B,False,-9999,784.068,0.000932,0.0011,0.88,3.2,-0.03,-6.8,400.2,314.59999999999997
FRB20190501B,False,-9999,784.068,0.00084,0.0011,0.88,3.2,-1.2,-1.0,400.2,400.00000000000006
FRB20190502A,False,-9999,625.7691,0.000849,0.000995,3.18,11.5,-4.64,3.76,400.2,400.00000000000006
FRB20190502B,False,-9999,918.6143,0.001201,0.000609,2.58,10.1,1.74,-3.99,498.1,400.00000000000006
FRB20190502C,False,-9999,396.835,0.000527,0.00032,3.6,8.3,9.0,-26.8,473.2,234.09999999999997
FRB20190515A,False,-9999,450.503,0.00177,0.0383,0.55,16.8,4.87,-9.5,517.1,400.00000000000006
FRB20190515B,False,-9999,822.1887,0.00038,0.00188,2.8,11.3,0.77,-9.3,417.0,285.40000000000003
FRB20190515C,True,FRB20190213A,652.39,0.00494,0.0061,0.48,5.5,35.2,-62.0,531.5,206.0
FRB20190515D,False,-9999,426.0611,0.00042,0.00149,3.0,8.8,30.6,-54.3,530.2,219.89999999999998
FRB20190516B,False,-9999,1235.416,0.00149,0.00372,1.13,9.9,1.1,-12.2,419.4,246.90000000000003
FRB20190517D,False,-9999,1180.148,0.0023,0.0063,0.45,5.8,0.1,-3.6,406.8,400.00000000000006
FRB20190517B,True,FRB20180814A,191.72,0.0058,0.0078,0.48,4.2,32.4,-105.0,466.7,138.5
FRB20190517C,False,-9999,335.5746,0.000377,0.000149,3.1,8.7,8.48,-50.2,435.5,139.2
FRB20190518B,False,-9999,913.7722,0.00061,0.00071,1.53,2.1,0.4,-1.1,478.4,400.00000000000006
FRB20190518C,False,-9999,444.0795,0.000635,0.000288,6.7,14.8,6.39,-15.1,494.3,330.00000000000006
FRB20190518D,False,-9999,202.4551,0.00026,0.000387,1.36,3.0,5.4,-15.6,475.6,298.3
FRB20190518A,True,FRB20180916B,349.607,0.00207,0.0027,0.33,1.45,5.1,-28.0,437.9,182.40000000000003
FRB20190518E,True,FRB20180916B,350.1451,0.00196,0.0022,0.79,3.81,7.2,-2.6,800.2,305.50000000000006
FRB20190518G,False,-9999,524.9464,0.000666,0.00072,0.99,1.76,19.8,-75.3,456.4,143.40000000000003
FRB20190519D,False,-9999,539.771,0.00183,0.002,0.36,0.81,-1.46,-1.9,400.2,400.00000000000006
FRB20190519E,False,-9999,693.8297,0.000414,0.00045,1.0,1.46,2.0,4.1,800.2,249.20000000000005
FRB20190519F,False,-9999,797.766,0.00136,0.00136,0.75,4.0,21.7,-86.4,453.9,134.2
FRB20190519G,False,-9999,430.094,0.00306,0.0111,1.11,22.0,1.74,-5.34,471.1,400.00000000000006
FRB20190519H,False,-9999,1170.8729,0.000255,0.000309,3.2,6.6,2.33,-14.0,435.0,252.7
FRB20190519A,True,FRB20180916B,348.7128,0.000269,0.00036,1.18,3.9,96.6,-183.0,521.3,117.20000000000005
FRB20190519A,True,FRB20180916B,348.7128,0.00128,0.00036,1.18,3.9,78.9,-215.0,480.6,99.5
FRB20190519B,True,FRB20180916B,349.28,0.00203,0.0022,0.97,12.4,53.5,-53.0,662.5,262.30000000000007
FRB20190519B,True,FRB20180916B,349.28,0.00151,0.0022,0.97,12.4,24.3,-33.0,575.6,305.8
FRB20190519B,True,FRB20180916B,349.28,0.00606,0.0022,0.97,12.4,41.5,-83.0,514.3,172.40000000000003
FRB20190519B,True,FRB20180916B,349.28,0.00219,0.0022,0.97,12.4,37.9,-113.0,473.1,135.3
FRB20190519C,True,FRB20180916B,349.064,0.00288,0.0032,0.64,4.0,27.1,-68.6,487.5,179.7
FRB20190519J,False,-9999,642.759,0.00046,0.000501,0.63,1.7,24.3,-259.0,419.5,60.80000000000001
FRB20190520A,False,-9999,432.5063,0.000649,0.00071,1.08,2.4,11.4,-54.3,444.4,145.8
FRB20190527A,False,-9999,584.58,0.00267,0.00508,0.47,10.1,47.0,-122.0,484.7,133.70000000000005
FRB20190527A,False,-9999,584.58,0.00247,0.00508,0.47,10.1,30.7,-133.0,449.1,112.00000000000006
FRB20190527B,True,FRB20181128A,449.819,0.00212,0.0033,0.36,2.04,11.8,-12.7,637.0,384.00000000000006
FRB20190527C,False,-9999,535.4368,0.000491,0.00381,3.0,20.0,0.65,-3.97,434.3,400.00000000000006
FRB20190529A,False,-9999,704.45,0.00104,0.0015,0.47,1.45,24.2,-97.0,453.4,128.7
FRB20190530A,False,-9999,555.445,0.00102,0.0013,0.58,1.69,17.7,-91.0,441.1,117.09999999999997
FRB20190531A,False,-9999,324.6981,0.000628,0.00075,0.0,0.0,5.6,-15.0,482.8,314.00000000000006
FRB20190531B,False,-9999,167.9597,0.0006703,0.00069,0.0,0.0,15.15,-44.4,474.6,195.7
FRB20190531C,False,-9999,478.202,0.00145,0.0019,0.37,1.2,18.3,-74.0,453.0,140.40000000000003
FRB20190531E,False,-9999,328.2034,0.000465,0.00056,2.7,5.3,1.1,4.6,800.2,273.20000000000005
FRB20190601A,False,-9999,2227.891,0.00172,0.0021,0.73,2.7,7.3,-7.8,638.9,400.00000000000006
FRB20190601B,False,-9999,787.795,0.00404,0.00567,1.0,13.0,9.7,-68.6,429.5,115.69999999999999
FRB20190601D,False,-9999,668.47,0.00467,0.0061,0.63,5.7,-2.9,0.3,400.2,400.00000000000006
FRB20190601C,False,-9999,424.0656,0.000684,0.000119,1.32,5.8,35.3,-68.8,517.0,190.19999999999993
FRB20190601C,False,-9999,424.0656,0.00051,0.000119,1.32,5.8,36.1,-79.5,502.2,171.79999999999995
FRB20190603B,False,-9999,504.317,0.00154,0.0019,1.7,6.2,-0.2,-6.8,400.2,305.90000000000003
FRB20190603A,True,FRB20180916B,349.581,0.00171,0.0022,0.57,0.76,17.3,-15.9,691.2,328.00000000000006
FRB20190604D,False,-9999,1021.169,0.00163,0.0019,0.82,2.48,6.3,-7.1,622.6,400.00000000000006
FRB20190604A,True,FRB20190604A,552.485,0.00184,0.00183,0.92,7.8,29.1,-182.4,433.4,84.69999999999999
FRB20190604E,False,-9999,1218.5965,0.000962,0.0011,1.16,2.26,-1.2,-2.5,400.2,400.00000000000006
FRB20190604F,True,FRB20180916B,348.7248,0.000854,0.002,3.37,21.0,59.2,-58.5,663.7,255.9000000000001
FRB20190604F,True,FRB20180916B,348.7248,0.00087,0.002,3.37,21.0,66.6,-79.2,609.5,208.89999999999998
FRB20190604F,True,FRB20180916B,348.7248,0.00112,0.002,3.37,21.0,66.0,-107.0,544.0,160.2
FRB20190604C,False,-9999,515.636,0.00541,0.011,1.56,26.2,2.56,-10.59,451.6,319.59999999999997
FRB20190604G,False,-9999,233.0453,0.00119,0.000311,1.15,4.49,-2.52,-0.5,400.2,400.00000000000006
FRB20190605C,False,-9999,187.6421,0.000495,0.00052,4.6,4.4,9.9,-40.5,452.2,173.7
FRB20190605D,False,-9999,1656.5332,0.001069,0.0012,0.82,2.16,48.3,-50.8,643.9,276.20000000000005
FRB20190605A,True,FRB20180916B,349.816,0.00213,0.00076,1.39,7.5,56.7,-116.4,510.6,144.20000000000005
FRB20190605B,True,FRB20180916B,348.711,0.002,0.00172,1.81,24.9,12.1,-70.4,436.2,122.50000000000006
FRB20190605B,True,FRB20180916B,348.711,0.00125,0.00172,1.81,24.9,19.6,-80.2,452.2,135.50000000000006
FRB20190605B,True,FRB20180916B,348.711,0.00074,0.00172,1.81,24.9,49.5,-179.0,459.7,104.59999999999997
FRB20190606A,True,FRB20190604A,552.592,0.00133,0.0017,0.48,1.87,41.8,-62.5,559.0,215.99999999999994
FRB20190606B,False,-9999,277.486,0.00101,0.00481,2.62,17.4,12.4,-17.5,569.2,400.00000000000006
FRB20190607A,False,-9999,562.4528,0.001736,0.000395,4.35,21.3,-0.99,-3.73,400.2,377.2
FRB20190607B,False,-9999,289.376,0.000916,0.0011,1.06,3.2,2.0,-0.7,800.2,400.00000000000006
FRB20190609B,False,-9999,292.1875,0.00055,0.00057,11.5,22.2,4.11,-10.46,487.1,378.50000000000006
FRB20190609C,False,-9999,480.282,0.00207,0.0026,0.64,1.91,15.2,-138.0,422.9,81.10000000000002
FRB20190609D,False,-9999,511.714,0.00158,0.002,0.66,2.36,-1.6,-17.0,400.2,152.40000000000003
FRB20190614B,False,-9999,581.9146,0.000648,0.00068,4.5,8.4,0.81,-2.75,463.9,400.00000000000006
FRB20190614C,False,-9999,589.163,0.00259,0.0033,0.5,2.91,-9.4,9.6,400.2,400.00000000000006
FRB20190621A,True,FRB20180908B,197.32,0.0086,0.011,0.2,0.88,0.1,-53.0,400.7,93.10000000000002
FRB20190621B,False,-9999,1061.234,0.00138,0.0018,0.3,1.19,-0.5,-7.7,400.2,270.7
FRB20190621C,False,-9999,570.2672,0.000443,0.00051,1.98,2.38,39.1,-101.0,485.4,146.89999999999998
FRB20190621D,False,-9999,647.514,0.00229,0.0026,0.89,4.3,7.4,-22.3,472.1,250.90000000000003
FRB20190622A,False,-9999,1122.818,0.00119,0.0014,0.61,1.28,0.9,-15.6,411.9,204.8
FRB20190623A,False,-9999,1082.201,0.00098,0.0012,0.41,0.86,4.1,-12.8,469.8,318.40000000000003
FRB20190623B,False,-9999,1556.765,0.00044,0.00072,1.58,2.78,54.2,-57.1,643.3,260.19999999999993
FRB20190623C,False,-9999,1049.826,0.00018,0.00159,1.92,5.9,-0.4,-0.6,400.2,400.00000000000006
FRB20190624A,False,-9999,973.847,0.00152,0.00095,0.58,3.01,-5.3,2.2,400.2,303.8
FRB20190624B,False,-9999,213.9222,0.000372,0.0004,16.5,20.0,34.8,-43.2,598.8,278.9
FRB20190625A,False,-9999,302.14,0.00392,0.0169,0.35,11.9,-1.1,-8.1,400.2,239.50000000000006
FRB20190625E,True,FRB20180814A,188.533,0.00083,0.00066,0.84,4.2,48.0,-292.0,434.6,74.69999999999999
FRB20190625E,True,FRB20180814A,188.533,0.00097,0.00066,0.84,4.2,60.3,-422.0,429.8,62.5
FRB20190625E,True,FRB20180814A,188.533,0.00062,0.00066,0.84,4.2,0.0,-115.0,400.2,60.900000000000034
FRB20190625C,False,-9999,442.2388,0.000547,0.00063,2.22,4.02,0.3,-5.9,410.7,368.50000000000006
FRB20190625D,False,-9999,717.8831,0.000687,0.00072,5.3,12.1,17.84,-76.1,450.0,135.3
FRB20190626A,True,FRB20180814A,192.49,0.00835,0.0098,0.43,5.3,28.0,-248.0,423.0,64.0
FRB20190627A,False,-9999,404.2213,0.000663,0.0008,1.98,2.62,9.3,-27.3,474.6,234.40000000000003
FRB20190627B,False,-9999,430.3224,0.000444,0.00062,4.06,10.2,2.08,-4.61,501.6,400.00000000000006
FRB20190627C,False,-9999,968.6127,0.00082,0.000164,4.0,11.3,-0.19,-3.33,400.2,400.00000000000006
FRB20190627D,False,-9999,2002.242,0.0014,0.0027,0.236,1.54,5.2,-13.9,482.4,324.09999999999997
FRB20190628A,False,-9999,745.843,0.000477,0.00058,0.81,1.28,4.7,-6.4,579.1,400.00000000000006
FRB20190628B,False,-9999,408.009,0.00027,0.000471,0.75,1.39,-6.0,-0.4,400.2,183.3
FRB20190628C,False,-9999,1748.44,0.0042,0.0039,0.38,2.45,1.8,-11.7,433.1,275.00000000000006
FRB20190629A,False,-9999,503.779,0.00114,0.0017,0.82,3.05,24.7,-35.3,568.2,293.5
FRB20190630B,False,-9999,652.145,0.00187,0.01197,0.92,14.7,2.59,-4.72,526.8,400.00000000000006
FRB20190630A,True,FRB20190117A,392.438,0.00075,0.00518,0.4,4.8,42.2,-121.0,476.6,132.0
FRB20190630C,False,-9999,1660.347,0.00121,0.0015,0.66,2.27,1.9,-10.0,439.7,309.50000000000006
FRB20190630D,False,-9999,323.5174,0.000555,0.00063,1.73,2.6,-2.3,-1.6,400.2,380.40000000000003
FRB20190701A,False,-9999,637.0934,0.000608,0.00072,1.26,1.7,-1.1,3.3,800.2,400.00000000000006
FRB20190701B,False,-9999,749.114,0.00063,0.00034,1.1,1.9,3.9,-11.8,471.5,332.59999999999997
FRB20190701C,False,-9999,974.195,0.00144,0.0018,0.88,2.5,46.2,-211.0,446.4,93.30000000000001
FRB20190701D,False,-9999,933.3629,0.0014,0.00153,1.33,8.6,6.49,-20.9,467.6,251.59999999999997
FRB20190701E,False,-9999,890.4771,0.00042,0.00067,0.68,2.0,0.3,-5.1,410.3,400.00000000000006
